r_t,a_t,s_t,s_t_p_1,id_simulation
-6.11872958783085,"(1, 4)","(16, 3)","(16, 2)",52
-1.6458914563127545,"(3, 2)","(16, 2)","(15, 2)",52
-5.26735430730051,"(1, 3)","(15, 2)","(15, 3)",52
-1.0803012793800801,"(3, 3)","(15, 3)","(15, 4)",52
-1.673508681585509,"(3, 3)","(15, 4)","(15, 5)",52
-1.6610559904672373,"(3, 1)","(15, 5)","(16, 5)",52
-2.5102630223782634,"(2, 2)","(16, 5)","(15, 5)",52
-5.271873078574915,"(1, 3)","(15, 5)","(15, 6)",52
-1.0,"(0, 1)","(15, 6)","(15, 6)",52
-4.489588254217963,"(1, 3)","(15, 6)","(15, 7)",52
-1.0,"(0, 1)","(15, 7)","(15, 7)",52
-1.0,"(0, 3)","(15, 7)","(15, 7)",52
-7.361866865423879,"(1, 3)","(15, 7)","(15, 8)",52
-1.0,"(0, 4)","(15, 8)","(15, 8)",52
-1.0,"(0, 3)","(15, 8)","(15, 8)",52
-4.489588254217963,"(1, 4)","(15, 8)","(15, 7)",52
-4.0355139687742385,"(1, 2)","(15, 7)","(14, 7)",52
-1.1937298466904642,"(3, 3)","(14, 7)","(14, 8)",52
-1.0,"(0, 3)","(14, 8)","(14, 8)",52
-4.188175805766984,"(1, 3)","(14, 8)","(14, 9)",52
-4.705991679779647,"(1, 1)","(14, 9)","(15, 9)",52
-1.396058601922328,"(3, 2)","(15, 9)","(14, 9)",52
-2.3529958398898234,"(2, 1)","(14, 9)","(15, 9)",52
-2.0063911095284483,"(3, 1)","(15, 9)","(16, 9)",52
-1.0,"(0, 3)","(16, 9)","(16, 9)",52
-1.4338204985529404,"(3, 3)","(16, 9)","(16, 10)",52
-3.0095866642926725,"(2, 4)","(16, 10)","(16, 9)",52
-1.0,"(0, 4)","(16, 14)","(16, 14)",53
-1.5498604602761372,"(3, 3)","(16, 14)","(16, 15)",53
-4.949668561176066,"(1, 2)","(16, 15)","(15, 15)",53
-1.0,"(0, 1)","(15, 15)","(15, 15)",53
-1.6408475517941274,"(3, 2)","(15, 15)","(14, 15)",53
-1.0,"(0, 1)","(14, 15)","(14, 15)",53
-1.0,"(0, 2)","(14, 15)","(14, 15)",53
-1.0,"(0, 4)","(14, 15)","(14, 15)",53
-1.6498895203920219,"(3, 1)","(14, 15)","(15, 15)",53
-1.9854350005634793,"(2, 4)","(15, 15)","(15, 14)",53
-1.0,"(0, 2)","(15, 14)","(15, 14)",53
-4.949668561176066,"(1, 3)","(15, 14)","(15, 15)",53
-1.3236233337089862,"(3, 4)","(15, 15)","(15, 14)",53
-4.949668561176066,"(1, 3)","(15, 14)","(15, 15)",53
-2.461271327691191,"(2, 2)","(15, 15)","(14, 15)",53
-1.4200098139009827,"(3, 4)","(14, 15)","(14, 14)",53
-1.6408475517941274,"(3, 3)","(14, 14)","(14, 15)",53
-1.906890154886165,"(2, 3)","(14, 15)","(14, 16)",53
-4.922542655382382,"(1, 4)","(14, 16)","(14, 15)",53
-4.949668561176066,"(1, 1)","(14, 15)","(15, 15)",53
-1.0,"(0, 2)","(15, 15)","(15, 15)",53
-3.9708700011269586,"(1, 4)","(15, 15)","(15, 14)",53
-1.0,"(0, 2)","(15, 14)","(15, 14)",53
-4.260029441702948,"(1, 2)","(15, 14)","(14, 14)",53
-1.0,"(0, 1)","(14, 14)","(14, 14)",53
-2.461271327691191,"(2, 3)","(14, 14)","(14, 15)",53
-1.0,"(0, 1)","(14, 15)","(14, 15)",53
-1.4200098139009827,"(3, 4)","(14, 15)","(14, 14)",53
-4.922542655382382,"(1, 3)","(14, 14)","(14, 15)",53
-2.474834280588033,"(2, 1)","(14, 15)","(15, 15)",53
-2.324790690414206,"(2, 1)","(15, 15)","(16, 15)",53
-3.4413837023644493,"(1, 4)","(16, 15)","(16, 14)",53
-4.762995205672714,"(1, 4)","(16, 14)","(16, 13)",53
-1.0,"(0, 3)","(16, 13)","(16, 13)",53
-5.1619801634062945,"(1, 4)","(16, 13)","(16, 12)",53
-1.6962730540587776,"(3, 4)","(16, 12)","(16, 11)",53
-5.0492417131095815,"(1, 2)","(16, 11)","(15, 11)",53
-1.0,"(0, 4)","(15, 11)","(15, 11)",53
-1.7862923954353498,"(3, 3)","(15, 11)","(15, 12)",53
-6.3751193815732545,"(1, 2)","(15, 12)","(14, 12)",53
-1.4790937279931695,"(3, 3)","(14, 12)","(14, 13)",53
-1.725905885025315,"(3, 1)","(14, 13)","(15, 13)",53
-1.0,"(0, 4)","(15, 13)","(15, 13)",53
-1.7862923954353498,"(3, 4)","(15, 13)","(15, 12)",53
-2.5246208565547907,"(2, 4)","(15, 12)","(15, 11)",53
-2.6709135986336476,"(2, 2)","(15, 11)","(14, 11)",53
-1.0,"(0, 3)","(14, 11)","(14, 11)",53
-1.8323786868124905,"(3, 2)","(14, 11)","(13, 11)",53
-1.0,"(0, 1)","(13, 11)","(13, 11)",53
-1.0,"(0, 3)","(13, 11)","(13, 11)",53
-1.905254634177503,"(3, 2)","(13, 11)","(12, 11)",53
-6.896550769835503,"(1, 3)","(12, 11)","(12, 12)",53
-1.0,"(0, 2)","(12, 12)","(12, 12)",53
-3.085675098993074,"(2, 1)","(12, 12)","(13, 12)",53
-1.7334887946298234,"(3, 3)","(13, 12)","(13, 13)",53
-2.2186405919897543,"(2, 1)","(13, 13)","(14, 13)",53
-2.5888588275379725,"(2, 1)","(14, 13)","(15, 13)",53
-1.5876650685575713,"(3, 1)","(15, 13)","(16, 13)",53
-1.725905885025315,"(3, 2)","(16, 13)","(15, 13)",53
-1.4790937279931695,"(3, 2)","(15, 13)","(14, 13)",53
-1.4200098139009827,"(3, 3)","(14, 13)","(14, 14)",53
-1.0,"(0, 2)","(14, 14)","(14, 14)",53
-1.0,"(0, 2)","(14, 14)","(14, 14)",53
-2.461271327691191,"(2, 3)","(14, 14)","(14, 15)",53
-1.0,"(0, 1)","(14, 15)","(14, 15)",53
-1.0,"(0, 3)","(14, 15)","(14, 15)",53
-2.130014720851474,"(2, 4)","(14, 15)","(14, 14)",53
-2.732307542733668,"(2, 2)","(14, 14)","(13, 14)",53
-1.0,"(0, 4)","(13, 14)","(13, 14)",53
-2.130014720851474,"(2, 1)","(13, 14)","(14, 14)",53
-1.0,"(0, 1)","(14, 14)","(14, 14)",53
-1.6408475517941274,"(3, 3)","(14, 14)","(14, 15)",53
-1.4200098139009827,"(3, 4)","(14, 15)","(14, 14)",53
-1.0,"(0, 1)","(14, 14)","(14, 14)",53
-2.732307542733668,"(2, 2)","(14, 14)","(13, 14)",53
-2.600233191944735,"(2, 4)","(13, 14)","(13, 13)",53
-2.371140007060833,"(3, 2)","(13, 13)","(12, 13)",53
-6.896550769835503,"(1, 4)","(12, 13)","(12, 12)",53
-1.0,"(0, 1)","(12, 12)","(12, 12)",53
-7.113420021182499,"(1, 3)","(12, 12)","(12, 13)",53
-3.4482753849177517,"(2, 4)","(12, 13)","(12, 12)",53
-3.5567100105912495,"(2, 3)","(12, 12)","(12, 13)",53
-1.8263845962677268,"(3, 2)","(12, 13)","(11, 13)",53
-1.0,"(0, 1)","(11, 13)","(11, 13)",53
-2.101932704983949,"(2, 3)","(11, 13)","(11, 14)",53
-2.73957689440159,"(2, 4)","(11, 14)","(11, 13)",53
-1.4012884699892993,"(3, 3)","(11, 13)","(11, 14)",53
-5.941707107905728,"(1, 2)","(11, 14)","(10, 14)",53
-1.4012884699892993,"(3, 1)","(10, 14)","(11, 14)",53
-1.0,"(0, 1)","(11, 14)","(11, 14)",53
-1.8263845962677268,"(3, 4)","(11, 14)","(11, 13)",53
-4.944352419321385,"(1, 2)","(11, 13)","(10, 13)",53
-5.4766005516283185,"(1, 4)","(10, 13)","(10, 12)",53
-1.6481174731071284,"(3, 3)","(10, 12)","(10, 13)",53
-1.8255335172094396,"(3, 4)","(10, 13)","(10, 12)",53
-1.0,"(0, 2)","(10, 12)","(10, 12)",53
-4.878170639625141,"(1, 1)","(10, 12)","(11, 12)",53
-1.8255335172094396,"(3, 2)","(11, 12)","(10, 12)",53
-4.878170639625141,"(1, 1)","(10, 12)","(11, 12)",53
-2.942258555122769,"(2, 4)","(11, 12)","(11, 11)",53
-1.0,"(0, 4)","(15, 14)","(15, 14)",54
-1.0,"(0, 4)","(15, 14)","(15, 14)",54
-1.0,"(0, 3)","(15, 14)","(15, 14)",54
-1.6498895203920219,"(3, 3)","(15, 14)","(15, 15)",54
-1.9854350005634793,"(2, 4)","(15, 15)","(15, 14)",54
-2.130014720851474,"(2, 2)","(15, 14)","(14, 14)",54
-4.922542655382382,"(1, 3)","(14, 14)","(14, 15)",54
-3.81378030977233,"(1, 3)","(14, 15)","(14, 16)",54
-1.0,"(0, 2)","(14, 16)","(14, 16)",54
-1.0,"(0, 2)","(14, 16)","(14, 16)",54
-1.558419149985822,"(3, 3)","(14, 16)","(14, 17)",54
-1.0,"(0, 3)","(14, 17)","(14, 17)",54
-1.0,"(0, 1)","(14, 17)","(14, 17)",54
-3.176844284296756,"(1, 1)","(14, 17)","(15, 17)",54
-1.7393682492990428,"(3, 3)","(15, 17)","(15, 18)",54
-1.0,"(0, 2)","(15, 18)","(15, 18)",54
-2.0885279636970653,"(2, 2)","(15, 18)","(14, 18)",54
-4.675257449957466,"(1, 4)","(14, 18)","(14, 17)",54
-1.0,"(0, 1)","(14, 17)","(14, 17)",54
-1.607002587818142,"(3, 2)","(14, 17)","(13, 17)",54
-2.337628724978733,"(2, 1)","(13, 17)","(14, 17)",54
-2.0885279636970653,"(2, 3)","(14, 17)","(14, 18)",54
-2.5094297387059314,"(2, 3)","(14, 18)","(14, 19)",54
-40.0,"(2, 3)","(14, 19)","(14, 19)",54
-1.785520154181527,"(2, 2)","(14, 19)","(13, 19)",54
-3.2821118914110166,"(2, 4)","(13, 19)","(13, 18)",54
-2.410503881727213,"(2, 4)","(13, 18)","(13, 17)",54
-2.3711139511026564,"(2, 2)","(13, 17)","(12, 17)",54
-1.0,"(0, 1)","(12, 17)","(12, 17)",54
-4.44592216745525,"(1, 4)","(12, 17)","(12, 16)",54
-1.0,"(0, 2)","(12, 16)","(12, 16)",54
-1.2243715110441211,"(3, 2)","(12, 16)","(11, 16)",54
-1.4819740558184167,"(3, 1)","(11, 16)","(12, 16)",54
-1.0,"(0, 2)","(12, 16)","(12, 16)",54
-4.742227902205313,"(1, 3)","(12, 16)","(12, 17)",54
-2.221652236878666,"(2, 2)","(12, 17)","(11, 17)",54
-1.6876989604966328,"(3, 3)","(11, 17)","(11, 18)",54
-1.5035639139088284,"(3, 2)","(11, 18)","(10, 18)",54
-0.6990524140155762,"(3, 4)","(10, 18)","(10, 17)",54
-1.0,"(0, 3)","(10, 17)","(10, 17)",54
-2.319623802815563,"(2, 4)","(10, 17)","(10, 16)",54
-1.2243715110441211,"(3, 1)","(10, 16)","(11, 16)",54
-1.481101491252444,"(3, 3)","(11, 16)","(11, 17)",54
-4.742227902205313,"(1, 1)","(11, 17)","(12, 17)",54
-2.410503881727213,"(2, 1)","(12, 17)","(13, 17)",54
-4.742227902205313,"(1, 2)","(13, 17)","(12, 17)",54
-2.3268763594259636,"(2, 3)","(12, 17)","(12, 18)",54
-4.69887495275037,"(1, 3)","(12, 18)","(12, 19)",54
-1.5570721481753171,"(3, 2)","(12, 19)","(11, 19)",54
-1.0,"(0, 1)","(11, 19)","(11, 19)",54
-1.0,"(0, 1)","(1, 13)","(1, 13)",55
-6.430262613025607,"(1, 4)","(1, 13)","(1, 12)",55
-1.2516122851569857,"(3, 4)","(1, 12)","(1, 11)",55
-2.0803754743464453,"(2, 1)","(1, 11)","(2, 11)",55
-6.3407176505535645,"(1, 4)","(2, 11)","(2, 10)",55
-1.7850571221139153,"(3, 4)","(2, 10)","(2, 9)",55
-3.945896379004677,"(1, 1)","(2, 9)","(3, 9)",55
-1.0,"(0, 4)","(3, 9)","(3, 9)",55
-5.355171366341746,"(1, 2)","(3, 9)","(2, 9)",55
-1.9566687762134698,"(3, 4)","(2, 9)","(2, 8)",55
-2.363525978160006,"(2, 4)","(2, 8)","(2, 7)",55
-2.3758899733976797,"(2, 4)","(2, 7)","(2, 6)",55
-2.793355366283807,"(2, 1)","(2, 6)","(3, 6)",55
-1.6757225928351909,"(3, 4)","(3, 6)","(3, 5)",55
-2.9850034196783986,"(2, 2)","(3, 5)","(2, 5)",55
-1.6757225928351909,"(3, 1)","(2, 5)","(3, 5)",55
-5.970006839356797,"(1, 2)","(3, 5)","(2, 5)",55
-1.0,"(0, 1)","(2, 5)","(2, 5)",55
-1.0,"(0, 1)","(2, 5)","(2, 5)",55
-4.751779946795359,"(1, 3)","(2, 5)","(2, 6)",55
-1.575683985440004,"(3, 3)","(2, 6)","(2, 7)",55
-5.870006328640409,"(1, 3)","(2, 7)","(2, 8)",55
-1.0,"(0, 1)","(2, 8)","(2, 8)",55
-1.7850571221139153,"(3, 3)","(2, 8)","(2, 9)",55
-1.0,"(0, 2)","(2, 9)","(2, 9)",55
-1.965141865832403,"(3, 2)","(2, 9)","(1, 9)",55
-2.4106365816241486,"(2, 3)","(1, 9)","(1, 10)",55
-2.1135725501845215,"(3, 1)","(1, 10)","(2, 10)",55
-2.0803754743464453,"(2, 3)","(2, 10)","(2, 11)",55
-3.1703588252767823,"(2, 4)","(2, 11)","(2, 10)",55
-4.160750948692891,"(1, 3)","(2, 10)","(2, 11)",55
-1.8741380259592346,"(2, 1)","(2, 11)","(3, 11)",55
-4.455603291903583,"(1, 1)","(3, 11)","(4, 11)",55
-1.3915104078142082,"(3, 1)","(4, 11)","(5, 11)",55
-2.874360567621574,"(2, 1)","(5, 11)","(6, 11)",55
-1.0,"(0, 4)","(6, 11)","(6, 11)",55
-2.3974099649291407,"(2, 1)","(6, 11)","(7, 11)",55
-5.8001614909058725,"(1, 1)","(7, 11)","(8, 11)",55
-2.617562115667366,"(2, 3)","(8, 11)","(8, 12)",55
-1.0,"(0, 3)","(8, 12)","(8, 12)",55
-5.8001614909058725,"(1, 4)","(8, 12)","(8, 11)",55
-2.7754886732647095,"(1, 4)","(8, 11)","(8, 10)",55
-2.2008822452050225,"(2, 2)","(8, 10)","(7, 10)",55
-1.0,"(0, 1)","(7, 10)","(7, 10)",55
-2.7754886732647095,"(1, 1)","(7, 10)","(8, 10)",55
-2.171708482050236,"(2, 1)","(8, 10)","(9, 10)",55
-2.4239148154681036,"(3, 4)","(9, 10)","(9, 9)",55
-4.163317522886767,"(1, 4)","(9, 9)","(9, 8)",55
-7.271744446404311,"(1, 3)","(9, 8)","(9, 9)",55
-1.4478056547001572,"(3, 3)","(9, 9)","(9, 10)",55
-1.4062099873287346,"(3, 1)","(9, 10)","(10, 10)",55
-4.395909794080029,"(1, 1)","(10, 10)","(11, 10)",55
-2.942258555122769,"(2, 3)","(11, 10)","(11, 11)",55
-2.57472981829766,"(1, 2)","(11, 11)","(10, 11)",55
-1.0,"(0, 3)","(10, 11)","(10, 11)",55
-1.0,"(0, 3)","(10, 11)","(10, 11)",55
-1.0,"(0, 2)","(10, 11)","(10, 11)",55
-4.2186299619862035,"(1, 4)","(10, 11)","(10, 10)",55
-1.0,"(0, 2)","(10, 10)","(10, 10)",55
-1.9099031173737042,"(3, 4)","(10, 10)","(10, 9)",55
-1.0,"(0, 3)","(10, 9)","(10, 9)",55
-1.5404035399598743,"(3, 4)","(10, 9)","(10, 8)",55
-1.0,"(0, 3)","(10, 8)","(10, 8)",55
-1.0,"(0, 2)","(10, 8)","(10, 8)",55
-5.360845675439647,"(1, 1)","(10, 8)","(11, 8)",55
-5.815064453945972,"(1, 4)","(11, 8)","(11, 7)",55
-1.7748623843437752,"(2, 4)","(11, 7)","(11, 6)",55
-5.853562401818453,"(1, 4)","(11, 6)","(11, 5)",55
-1.0,"(0, 2)","(11, 5)","(11, 5)",55
-3.5497247686875504,"(1, 3)","(11, 5)","(11, 6)",55
-6.731487368909437,"(1, 1)","(11, 6)","(12, 6)",55
-1.0,"(0, 2)","(12, 6)","(12, 6)",55
-1.0,"(0, 2)","(12, 6)","(12, 6)",55
-1.0,"(0, 3)","(12, 6)","(12, 6)",55
-4.651779011783088,"(1, 3)","(12, 6)","(12, 7)",55
-5.139774870427275,"(1, 1)","(12, 7)","(13, 7)",55
-1.0,"(0, 4)","(13, 7)","(13, 7)",55
-5.298169316673785,"(1, 4)","(13, 7)","(13, 6)",55
-1.0,"(0, 3)","(13, 6)","(13, 6)",55
-1.0,"(0, 2)","(13, 6)","(13, 6)",55
-2.2438291229698124,"(3, 2)","(13, 6)","(12, 6)",55
-2.815914667161725,"(2, 4)","(12, 6)","(12, 5)",55
-2.9876514336053255,"(2, 1)","(12, 5)","(13, 5)",55
-2.815914667161725,"(2, 2)","(13, 5)","(12, 5)",55
-1.0,"(0, 2)","(12, 5)","(12, 5)",55
-6.731487368909437,"(1, 3)","(12, 5)","(12, 6)",55
-1.0,"(0, 3)","(12, 6)","(12, 6)",55
-1.0,"(0, 2)","(12, 6)","(12, 6)",55
-1.7660564388912616,"(3, 1)","(12, 6)","(13, 6)",55
-2.9876514336053255,"(2, 4)","(13, 6)","(13, 5)",55
-5.298169316673785,"(1, 3)","(13, 5)","(13, 6)",55
-3.3657436844547184,"(2, 2)","(13, 6)","(12, 6)",55
-1.8772764447744832,"(3, 4)","(12, 6)","(12, 5)",55
-1.8004475291033817,"(2, 4)","(12, 5)","(12, 4)",55
-5.63182933432345,"(1, 3)","(12, 4)","(12, 5)",55
-1.0,"(0, 3)","(12, 5)","(12, 5)",55
-5.853562401818453,"(1, 2)","(12, 5)","(11, 5)",55
-1.8772764447744832,"(3, 1)","(11, 5)","(12, 5)",55
-3.6008950582067634,"(1, 4)","(12, 5)","(12, 4)",55
-1.6432469012254376,"(3, 1)","(12, 4)","(13, 4)",55
-1.0,"(0, 1)","(15, 16)","(15, 16)",56
-3.81378030977233,"(1, 2)","(15, 16)","(14, 16)",56
-1.0,"(0, 4)","(14, 16)","(14, 16)",56
-2.461271327691191,"(2, 4)","(14, 16)","(14, 15)",56
-1.4200098139009827,"(3, 4)","(14, 15)","(14, 14)",56
-1.4790937279931695,"(3, 4)","(14, 14)","(14, 13)",56
-2.1250397938577517,"(3, 4)","(14, 13)","(14, 12)",56
-5.341827197267295,"(1, 4)","(14, 12)","(14, 11)",56
-5.497136060437471,"(1, 2)","(14, 11)","(13, 11)",56
-2.8578819512662545,"(2, 2)","(13, 11)","(12, 11)",56
-5.497136060437471,"(1, 1)","(12, 11)","(13, 11)",56
-8.982277670247106,"(1, 4)","(13, 11)","(13, 10)",56
-1.0,"(0, 2)","(13, 10)","(13, 10)",56
-1.1564157666227217,"(3, 4)","(13, 10)","(13, 9)",56
-1.1814661182035493,"(3, 4)","(13, 9)","(13, 8)",56
-1.1564157666227217,"(3, 3)","(13, 8)","(13, 9)",56
-1.1814661182035493,"(3, 4)","(13, 9)","(13, 8)",56
-2.8802704351044217,"(2, 2)","(13, 8)","(12, 8)",56
-2.6804228377198234,"(2, 2)","(12, 8)","(11, 8)",56
-5.760540870208843,"(1, 1)","(11, 8)","(12, 8)",56
-1.0,"(0, 3)","(12, 8)","(12, 8)",56
-1.5505930039276958,"(3, 4)","(12, 8)","(12, 7)",56
-5.760540870208843,"(1, 3)","(12, 7)","(12, 8)",56
-6.142426441581866,"(1, 3)","(12, 8)","(12, 9)",56
-1.0,"(0, 3)","(12, 9)","(12, 9)",56
-3.6837810535934934,"(1, 2)","(12, 9)","(11, 9)",56
-1.0,"(0, 1)","(11, 9)","(11, 9)",56
-5.729709352121112,"(1, 2)","(11, 9)","(10, 9)",56
-1.8418905267967467,"(2, 1)","(10, 9)","(11, 9)",56
-5.360845675439647,"(1, 4)","(11, 9)","(11, 8)",56
-1.2279270178644979,"(3, 3)","(11, 8)","(11, 9)",56
-1.0,"(0, 1)","(11, 9)","(11, 9)",56
-1.465303264693343,"(3, 3)","(11, 9)","(11, 10)",56
-1.0,"(0, 3)","(11, 10)","(11, 10)",56
-1.0,"(0, 4)","(11, 10)","(11, 10)",56
-1.0,"(0, 3)","(11, 10)","(11, 10)",56
-2.1093149809931018,"(2, 2)","(11, 10)","(10, 10)",56
-1.0,"(0, 4)","(10, 10)","(10, 10)",56
-1.4478056547001572,"(3, 2)","(10, 10)","(9, 10)",56
-2.1093149809931018,"(2, 1)","(9, 10)","(10, 10)",56
-1.9099031173737042,"(3, 4)","(10, 10)","(10, 9)",56
-2.4239148154681036,"(3, 2)","(10, 9)","(9, 9)",56
-1.0,"(0, 1)","(9, 9)","(9, 9)",56
-1.3877725076289222,"(3, 4)","(9, 9)","(9, 8)",56
-1.7314419215457877,"(3, 4)","(9, 8)","(9, 7)",56
-3.779173617458501,"(1, 1)","(9, 7)","(10, 7)",56
-2.5971628823186816,"(2, 2)","(10, 7)","(9, 7)",56
-2.0773238165341907,"(3, 4)","(9, 7)","(9, 6)",56
-1.7314419215457877,"(3, 3)","(9, 6)","(9, 7)",56
-6.231971449602572,"(1, 4)","(9, 7)","(9, 6)",56
-1.0,"(0, 1)","(3, 9)","(3, 9)",57
-1.244518683490478,"(3, 4)","(3, 9)","(3, 8)",57
-3.945896379004677,"(1, 3)","(3, 8)","(3, 9)",57
-1.0,"(0, 1)","(3, 9)","(3, 9)",57
-5.664469989746609,"(1, 3)","(3, 9)","(3, 10)",57
-1.9729481895023384,"(2, 4)","(3, 10)","(3, 9)",57
-5.355171366341746,"(1, 2)","(3, 9)","(2, 9)",57
-1.0,"(0, 4)","(2, 9)","(2, 9)",57
-5.8954255974972085,"(1, 2)","(2, 9)","(1, 9)",57
-1.7220296650711269,"(3, 2)","(1, 9)","(0, 9)",57
-1.965141865832403,"(3, 1)","(0, 9)","(1, 9)",57
-2.4106365816241486,"(2, 3)","(1, 9)","(1, 10)",57
-1.0,"(0, 4)","(1, 10)","(1, 10)",57
-3.1703588252767823,"(2, 1)","(1, 10)","(2, 10)",57
-2.677585683170873,"(2, 4)","(2, 10)","(2, 9)",57
-6.3407176505535645,"(1, 3)","(2, 9)","(2, 10)",57
-4.821273163248297,"(1, 2)","(2, 10)","(1, 10)",57
-3.7548368554709572,"(1, 3)","(1, 10)","(1, 11)",57
-1.0,"(0, 3)","(1, 11)","(1, 11)",57
-1.0,"(0, 3)","(1, 11)","(1, 11)",57
-4.821273163248297,"(1, 4)","(1, 11)","(1, 10)",57
-1.0,"(0, 1)","(1, 10)","(1, 10)",57
-5.8954255974972085,"(1, 4)","(1, 10)","(1, 9)",57
-1.0,"(0, 2)","(1, 9)","(1, 9)",57
-1.234538676260493,"(3, 4)","(1, 9)","(1, 8)",57
-3.038520482316,"(2, 4)","(1, 8)","(1, 7)",57
-1.8518080143907396,"(2, 3)","(1, 7)","(1, 8)",57
-5.8954255974972085,"(1, 3)","(1, 8)","(1, 9)",57
-3.703616028781479,"(1, 4)","(1, 9)","(1, 8)",57
-1.0,"(0, 3)","(1, 8)","(1, 8)",57
-1.0,"(0, 2)","(1, 8)","(1, 8)",57
-2.9477127987486043,"(2, 3)","(1, 8)","(1, 9)",57
-3.703616028781479,"(1, 4)","(1, 9)","(1, 8)",57
-1.0,"(0, 3)","(1, 8)","(1, 8)",57
-5.8954255974972085,"(1, 3)","(1, 8)","(1, 9)",57
-1.7850571221139153,"(3, 1)","(1, 9)","(2, 9)",57
-5.870006328640409,"(1, 4)","(2, 9)","(2, 8)",57
-1.0,"(0, 3)","(2, 8)","(2, 8)",57
-4.727051956320012,"(1, 4)","(2, 8)","(2, 7)",57
-2.0256803215440002,"(3, 2)","(2, 7)","(1, 7)",57
-1.0,"(0, 4)","(1, 7)","(1, 7)",57
-1.8518080143907396,"(2, 3)","(1, 7)","(1, 8)",57
-4.4298819639099545,"(1, 2)","(1, 8)","(0, 8)",57
-1.7220296650711269,"(3, 3)","(0, 8)","(0, 9)",57
-1.0,"(0, 4)","(0, 9)","(0, 9)",57
-4.4298819639099545,"(1, 4)","(0, 9)","(0, 8)",57
-1.7220296650711269,"(3, 3)","(0, 8)","(0, 9)",57
-1.476627321303318,"(3, 4)","(0, 9)","(0, 8)",57
-1.234538676260493,"(3, 1)","(0, 8)","(1, 8)",57
-1.0,"(0, 3)","(1, 8)","(1, 8)",57
-1.3915104078142082,"(3, 4)","(5, 12)","(5, 11)",58
-1.9162403784143827,"(3, 1)","(5, 11)","(6, 11)",58
-1.9548191545546043,"(2, 3)","(6, 11)","(6, 12)",58
-2.874360567621574,"(2, 4)","(6, 12)","(6, 11)",58
-1.3915104078142082,"(3, 2)","(6, 11)","(5, 11)",58
-1.0,"(0, 3)","(5, 11)","(5, 11)",58
-2.625599045985411,"(2, 4)","(5, 11)","(5, 10)",58
-1.0,"(0, 2)","(5, 10)","(5, 10)",58
-1.3915104078142082,"(3, 3)","(5, 10)","(5, 11)",58
-2.2278016459517915,"(2, 2)","(5, 11)","(4, 11)",58
-1.2494253506394897,"(3, 2)","(4, 11)","(3, 11)",58
-4.455603291903583,"(1, 1)","(3, 11)","(4, 11)",58
-1.8741380259592346,"(2, 2)","(4, 11)","(3, 11)",58
-1.0,"(0, 4)","(3, 11)","(3, 11)",58
-4.455603291903583,"(1, 1)","(3, 11)","(4, 11)",58
-2.087265611721312,"(2, 1)","(4, 11)","(5, 11)",58
-1.0,"(0, 3)","(5, 11)","(5, 11)",58
-5.251198091970822,"(1, 4)","(5, 11)","(5, 10)",58
-5.308517863995863,"(1, 4)","(5, 10)","(5, 9)",58
-1.5370138988231938,"(3, 1)","(5, 9)","(6, 9)",58
-1.0,"(0, 4)","(11, 13)","(11, 13)",59
-2.4390853198125706,"(2, 4)","(11, 13)","(11, 12)",59
-2.73957689440159,"(2, 3)","(11, 12)","(11, 13)",59
-1.0,"(0, 1)","(11, 13)","(11, 13)",59
-1.6481174731071284,"(3, 2)","(11, 13)","(10, 13)",59
-2.73957689440159,"(2, 1)","(10, 13)","(11, 13)",59
-7.113420021182499,"(1, 1)","(11, 13)","(12, 13)",59
-2.3341047178715892,"(2, 3)","(12, 13)","(12, 14)",59
-5.464615085467336,"(1, 1)","(12, 14)","(13, 14)",59
-5.20046638388947,"(1, 4)","(13, 14)","(13, 13)",59
-7.113420021182499,"(1, 2)","(13, 13)","(12, 13)",59
-2.2988502566118343,"(3, 4)","(12, 13)","(12, 12)",59
-1.0,"(0, 2)","(12, 12)","(12, 12)",59
-1.626056879875047,"(3, 2)","(12, 12)","(11, 12)",59
-6.896550769835503,"(1, 1)","(11, 12)","(12, 12)",59
-1.0,"(0, 3)","(12, 12)","(12, 12)",59
-2.8578819512662545,"(2, 4)","(12, 12)","(12, 11)",59
-2.942258555122769,"(2, 2)","(12, 11)","(11, 11)",59
-1.0,"(0, 4)","(11, 11)","(11, 11)",59
-1.905254634177503,"(3, 1)","(11, 11)","(12, 11)",59
-3.4482753849177517,"(2, 3)","(12, 11)","(12, 12)",59
-4.878170639625141,"(1, 2)","(12, 12)","(11, 12)",59
-1.0,"(0, 4)","(11, 12)","(11, 12)",59
-2.73957689440159,"(2, 3)","(11, 12)","(11, 13)",59
-2.101932704983949,"(2, 3)","(11, 13)","(11, 14)",59
-1.0,"(0, 3)","(11, 14)","(11, 14)",59
-2.0876085198894216,"(2, 3)","(11, 14)","(11, 15)",59
-1.0,"(0, 3)","(11, 15)","(11, 15)",59
-3.673114533132363,"(1, 3)","(11, 15)","(11, 16)",59
-1.0,"(0, 1)","(11, 16)","(11, 16)",59
-2.319623802815563,"(2, 2)","(11, 16)","(10, 16)",59
-4.407004014681869,"(1, 2)","(10, 16)","(9, 16)",59
-3.2909410894733178,"(1, 4)","(9, 16)","(9, 15)",59
-1.0,"(0, 4)","(9, 15)","(9, 15)",59
-1.4690013382272895,"(3, 3)","(9, 15)","(9, 16)",59
