r_t,a_t,s_t,s_t_p_1,id_simulation
-4.780466524868088,"(1, 1)","(16, 15)","(17, 15)",163
-4.658332418866419,"(1, 1)","(17, 15)","(18, 15)",163
-1.0,"(0, 2)","(18, 15)","(18, 15)",163
-1.6360991591806442,"(3, 4)","(18, 15)","(18, 14)",163
-1.14013706559023,"(3, 4)","(18, 14)","(18, 13)",163
-5.279601798581065,"(1, 4)","(18, 13)","(18, 12)",163
-1.3675180453621112,"(3, 1)","(18, 12)","(19, 12)",163
-1.7598672661936883,"(3, 2)","(19, 12)","(18, 12)",163
-1.0,"(0, 1)","(18, 12)","(18, 12)",163
-5.331958205122309,"(1, 4)","(18, 12)","(18, 11)",163
-1.2428393645215425,"(3, 4)","(18, 11)","(18, 10)",163
-2.375233842164458,"(2, 4)","(18, 10)","(18, 9)",163
-1.9385100817995953,"(3, 1)","(18, 9)","(19, 9)",163
-1.5834892281096387,"(3, 2)","(19, 9)","(18, 9)",163
-5.815530245398786,"(1, 1)","(18, 9)","(19, 9)",163
-2.375233842164458,"(2, 2)","(19, 9)","(18, 9)",163
-2.907765122699393,"(2, 1)","(18, 9)","(19, 9)",163
-1.0,"(0, 1)","(19, 9)","(19, 9)",163
-1.0,"(0, 3)","(19, 9)","(19, 9)",163
-2.1420935677181596,"(2, 3)","(19, 9)","(19, 10)",163
-60.0,"(3, 1)","(19, 10)","(19, 10)",163
-40.0,"(2, 1)","(19, 10)","(19, 10)",163
-1.864259046782314,"(2, 2)","(19, 10)","(18, 10)",163
-4.750467684328916,"(1, 4)","(18, 10)","(18, 9)",163
-5.878439144442801,"(1, 4)","(18, 9)","(18, 8)",163
-2.3093854804309784,"(2, 1)","(18, 8)","(19, 8)",163
-1.959479714814267,"(3, 2)","(19, 8)","(18, 8)",163
-1.4657386696227468,"(3, 1)","(12, 16)","(13, 16)",164
-1.6080732981048491,"(3, 4)","(13, 16)","(13, 15)",164
-2.1986080044341203,"(2, 3)","(13, 15)","(13, 16)",164
-2.4121099471572736,"(2, 4)","(13, 16)","(13, 15)",164
-5.847432732663814,"(1, 2)","(13, 15)","(12, 15)",164
-1.0,"(0, 3)","(12, 15)","(12, 15)",164
-1.5560698119143928,"(3, 4)","(12, 15)","(12, 14)",164
-1.4012884699892993,"(3, 2)","(12, 14)","(11, 14)",164
-1.980569035968576,"(3, 2)","(11, 14)","(10, 14)",164
-1.2339079704700806,"(3, 3)","(10, 14)","(10, 15)",164
-2.0876085198894216,"(2, 1)","(10, 15)","(11, 15)",164
-5.847432732663814,"(1, 1)","(11, 15)","(12, 15)",164
-1.6080732981048491,"(3, 1)","(12, 15)","(13, 15)",164
-1.0,"(0, 4)","(13, 15)","(13, 15)",164
-1.6408475517941274,"(3, 1)","(13, 15)","(14, 15)",164
-2.4121099471572736,"(2, 2)","(14, 15)","(13, 15)",164
-5.847432732663814,"(1, 2)","(13, 15)","(12, 15)",164
-1.0,"(0, 4)","(12, 15)","(12, 15)",164
-1.6080732981048491,"(3, 1)","(12, 15)","(13, 15)",164
-1.0,"(0, 3)","(13, 15)","(13, 15)",164
-4.922542655382382,"(1, 1)","(13, 15)","(14, 15)",164
-4.949668561176066,"(1, 1)","(14, 15)","(15, 15)",164
-1.9854350005634793,"(2, 4)","(15, 15)","(15, 14)",164
-4.260029441702948,"(1, 2)","(15, 14)","(14, 14)",164
-5.464615085467336,"(1, 2)","(14, 14)","(13, 14)",164
-5.20046638388947,"(1, 4)","(13, 14)","(13, 13)",164
-5.464615085467336,"(1, 3)","(13, 13)","(13, 14)",164
-1.0,"(0, 4)","(13, 14)","(13, 14)",164
-2.3341047178715892,"(2, 2)","(13, 14)","(12, 14)",164
-3.5567100105912495,"(2, 4)","(12, 14)","(12, 13)",164
-2.73957689440159,"(2, 2)","(12, 13)","(11, 13)",164
-2.4721762096606925,"(2, 2)","(11, 13)","(10, 13)",164
-0.9897246017492688,"(3, 2)","(10, 13)","(9, 13)",164
-1.0,"(0, 1)","(9, 13)","(9, 13)",164
-2.3901963145538496,"(2, 4)","(9, 13)","(9, 12)",164
-1.0,"(0, 4)","(9, 12)","(9, 12)",164
-1.348588113242018,"(3, 4)","(9, 12)","(9, 11)",164
-2.57472981829766,"(1, 1)","(9, 11)","(10, 11)",164
-1.0,"(0, 3)","(10, 11)","(10, 11)",164
-1.0,"(0, 4)","(10, 11)","(10, 11)",164
-1.0,"(0, 3)","(10, 11)","(10, 11)",164
-1.9615057034151793,"(3, 1)","(10, 11)","(11, 11)",164
-4.878170639625141,"(1, 3)","(11, 11)","(11, 12)",164
-2.7383002758141592,"(2, 2)","(11, 12)","(10, 12)",164
-1.0,"(0, 4)","(10, 12)","(10, 12)",164
-2.3901963145538496,"(2, 2)","(10, 12)","(9, 12)",164
-1.0,"(0, 4)","(9, 12)","(9, 12)",164
-1.8255335172094396,"(3, 1)","(9, 12)","(10, 12)",164
-1.5934642097025664,"(3, 2)","(10, 12)","(9, 12)",164
-1.7450414104449106,"(3, 2)","(9, 12)","(8, 12)",164
-3.242972986539257,"(2, 3)","(8, 12)","(8, 13)",164
-2.041731963912179,"(3, 2)","(8, 13)","(7, 13)",164
-1.0,"(0, 2)","(7, 13)","(7, 13)",164
-1.0,"(0, 4)","(7, 13)","(7, 13)",164
-1.0,"(0, 3)","(7, 13)","(7, 13)",164
-1.0,"(0, 3)","(7, 13)","(7, 13)",164
-6.485945973078514,"(1, 1)","(7, 13)","(8, 13)",164
-2.9691738052478063,"(1, 1)","(8, 13)","(9, 13)",164
-4.944352419321385,"(1, 1)","(9, 13)","(10, 13)",164
-1.4845869026239031,"(2, 2)","(10, 13)","(9, 13)",164
-1.4593904156140713,"(3, 3)","(9, 13)","(9, 14)",164
-5.941707107905728,"(1, 1)","(9, 14)","(10, 14)",164
-2.189085623421107,"(2, 2)","(10, 14)","(9, 14)",164
-4.408550669199213,"(1, 2)","(9, 14)","(8, 14)",164
-2.189085623421107,"(2, 1)","(8, 14)","(9, 14)",164
-1.0969803631577726,"(3, 3)","(9, 14)","(9, 15)",164
-4.378171246842214,"(1, 4)","(9, 15)","(9, 14)",164
-1.0,"(0, 4)","(9, 14)","(9, 14)",164
-0.9897246017492688,"(3, 4)","(9, 14)","(9, 13)",164
-2.189085623421107,"(2, 3)","(9, 13)","(9, 14)",164
-2.9691738052478063,"(1, 4)","(9, 14)","(9, 13)",164
-2.3901963145538496,"(2, 4)","(9, 13)","(9, 12)",164
-5.235124231334732,"(1, 2)","(9, 12)","(8, 12)",164
-1.5934642097025664,"(3, 1)","(8, 12)","(9, 12)",164
-1.7450414104449106,"(3, 2)","(9, 12)","(8, 12)",164
-1.0,"(0, 2)","(8, 12)","(8, 12)",164
-3.242972986539257,"(2, 3)","(8, 12)","(8, 13)",164
-5.235124231334732,"(1, 4)","(8, 13)","(8, 12)",164
-1.9937249812788405,"(3, 2)","(8, 12)","(7, 12)",164
-3.0625979458682684,"(2, 3)","(7, 12)","(7, 13)",164
-3.242972986539257,"(2, 1)","(7, 13)","(8, 13)",164
-3.0625979458682684,"(2, 2)","(8, 13)","(7, 13)",164
-1.0,"(0, 4)","(7, 13)","(7, 13)",164
-1.0,"(0, 2)","(7, 13)","(7, 13)",164
-1.9937249812788405,"(3, 4)","(7, 13)","(7, 12)",164
-1.0,"(0, 3)","(7, 12)","(7, 12)",164
-1.9548191545546043,"(2, 2)","(7, 12)","(6, 12)",164
-2.325423660810251,"(2, 2)","(6, 12)","(5, 12)",164
-2.8724013440056746,"(2, 2)","(5, 12)","(4, 12)",164
-2.2278016459517915,"(2, 4)","(4, 12)","(4, 11)",164
-3.7482760519184692,"(1, 2)","(4, 11)","(3, 11)",164
-4.160750948692891,"(1, 2)","(3, 11)","(2, 11)",164
-6.3407176505535645,"(1, 4)","(2, 11)","(2, 10)",164
-1.7850571221139153,"(3, 4)","(2, 10)","(2, 9)",164
-2.9477127987486043,"(2, 2)","(2, 9)","(1, 9)",164
-1.234538676260493,"(3, 4)","(1, 9)","(1, 8)",164
-1.0,"(0, 2)","(1, 8)","(1, 8)",164
-1.9566687762134698,"(3, 1)","(1, 8)","(2, 8)",164
-1.244518683490478,"(3, 1)","(2, 8)","(3, 8)",164
-1.315298793001559,"(3, 3)","(3, 8)","(3, 9)",164
-4.765058245908002,"(1, 3)","(4, 15)","(4, 16)",165
-1.0,"(0, 1)","(4, 16)","(4, 16)",165
-2.5426040460481754,"(2, 4)","(4, 16)","(4, 15)",165
-1.0,"(0, 2)","(4, 15)","(4, 15)",165
-2.382529122954001,"(2, 3)","(4, 15)","(4, 16)",165
-1.0,"(0, 2)","(4, 16)","(4, 16)",165
-1.7135843615400548,"(2, 3)","(4, 16)","(4, 17)",165
-1.0,"(0, 3)","(4, 17)","(4, 17)",165
-1.5883527486360007,"(3, 4)","(4, 17)","(4, 16)",165
-5.72552757159157,"(1, 1)","(4, 16)","(5, 16)",165
-1.972481028237806,"(2, 1)","(5, 16)","(6, 16)",165
-1.0,"(0, 3)","(6, 16)","(6, 16)",165
-2.096853529326267,"(3, 3)","(6, 16)","(6, 17)",165
-2.604368619433409,"(2, 1)","(6, 17)","(7, 17)",165
-1.1572179296853753,"(3, 1)","(7, 17)","(8, 17)",165
-2.604368619433409,"(2, 2)","(8, 17)","(7, 17)",165
-3.024637579369811,"(2, 4)","(7, 17)","(7, 16)",165
-2.2372077743088976,"(2, 1)","(7, 16)","(8, 16)",165
-1.475429700303269,"(2, 4)","(8, 16)","(8, 15)",165
-1.0969803631577726,"(3, 1)","(8, 15)","(9, 15)",165
-1.4690013382272895,"(3, 3)","(9, 15)","(9, 16)",165
-4.474415548617795,"(1, 2)","(9, 16)","(8, 16)",165
-2.0164250529132075,"(3, 2)","(8, 16)","(7, 16)",165
-2.2372077743088976,"(2, 1)","(7, 16)","(8, 16)",165
-1.4690013382272895,"(3, 1)","(8, 16)","(9, 16)",165
-1.0,"(0, 2)","(9, 16)","(9, 16)",165
-1.0,"(0, 1)","(9, 16)","(9, 16)",165
-2.319623802815563,"(2, 1)","(9, 16)","(10, 16)",165
-3.701723911410242,"(1, 4)","(10, 16)","(10, 15)",165
-5.941707107905728,"(1, 4)","(10, 15)","(10, 14)",165
-1.0,"(0, 2)","(10, 14)","(10, 14)",165
-1.0,"(0, 4)","(10, 14)","(10, 14)",165
-1.0,"(0, 4)","(10, 14)","(10, 14)",165
-2.101932704983949,"(2, 1)","(10, 14)","(11, 14)",165
-2.3341047178715892,"(2, 1)","(11, 14)","(12, 14)",165
-1.0,"(0, 1)","(12, 14)","(12, 14)",165
-1.4012884699892993,"(3, 2)","(12, 14)","(11, 14)",165
-1.3917390132596144,"(3, 3)","(11, 14)","(11, 15)",165
-2.101932704983949,"(2, 4)","(11, 15)","(11, 14)",165
-1.980569035968576,"(3, 2)","(11, 14)","(10, 14)",165
-4.378171246842214,"(1, 2)","(10, 14)","(9, 14)",165
-2.970853553952864,"(2, 1)","(9, 14)","(10, 14)",165
-1.6481174731071284,"(3, 4)","(10, 14)","(10, 13)",165
-1.0,"(0, 2)","(10, 13)","(10, 13)",165
-1.4845869026239031,"(2, 2)","(10, 13)","(9, 13)",165
-1.0,"(0, 3)","(9, 13)","(9, 13)",165
-1.4593904156140713,"(3, 3)","(9, 13)","(9, 14)",165
-1.4845869026239031,"(2, 4)","(9, 14)","(9, 13)",165
-4.780392629107699,"(1, 4)","(9, 13)","(9, 12)",165
-1.348588113242018,"(3, 4)","(9, 12)","(9, 11)",165
-1.6210097069212714,"(3, 3)","(0, 6)","(0, 7)",166
-1.0,"(0, 1)","(0, 7)","(0, 7)",166
-2.0256803215440002,"(3, 1)","(0, 7)","(1, 7)",166
-2.431514560381907,"(2, 2)","(1, 7)","(0, 7)",166
-20.0,"(1, 2)","(0, 7)","(0, 7)",166
-1.3556000108858528,"(3, 4)","(0, 7)","(0, 6)",166
-5.998989199450126,"(1, 4)","(0, 6)","(0, 5)",166
-1.0,"(0, 4)","(0, 5)","(0, 5)",166
-5.634260359189562,"(1, 4)","(0, 5)","(0, 4)",166
-1.0,"(0, 1)","(0, 4)","(0, 4)",166
-1.8057279750904742,"(3, 4)","(0, 4)","(0, 3)",166
-40.0,"(2, 2)","(0, 3)","(0, 3)",166
-2.5213303336855226,"(2, 1)","(0, 3)","(1, 3)",166
-2.7085919626357113,"(2, 2)","(1, 3)","(0, 3)",166
-5.634260359189562,"(1, 3)","(0, 3)","(0, 4)",166
-1.382769239365664,"(3, 1)","(0, 4)","(1, 4)",166
-1.6808868891236817,"(3, 4)","(1, 4)","(1, 3)",166
-1.6199429920715591,"(3, 4)","(1, 3)","(1, 2)",166
-3.3657798211054306,"(1, 2)","(1, 2)","(0, 2)",166
-2.611802960236611,"(2, 4)","(0, 2)","(0, 1)",166
-1.0,"(0, 4)","(0, 1)","(0, 1)",166
-1.0,"(0, 3)","(0, 1)","(0, 1)",166
-3.3657798211054306,"(1, 3)","(0, 1)","(0, 2)",166
-2.4299144881073387,"(2, 1)","(0, 2)","(1, 2)",166
-2.5213303336855226,"(2, 3)","(1, 2)","(1, 3)",166
-4.859828976214677,"(1, 4)","(1, 3)","(1, 2)",166
-5.042660667371045,"(1, 3)","(1, 2)","(1, 3)",166
-5.417183925271423,"(1, 2)","(1, 3)","(0, 3)",166
-1.6828899105527153,"(2, 4)","(0, 3)","(0, 2)",166
-1.0,"(0, 3)","(0, 2)","(0, 2)",166
-4.859828976214677,"(1, 1)","(0, 2)","(1, 2)",166
-1.0,"(0, 2)","(1, 2)","(1, 2)",166
-1.1219266070351435,"(3, 2)","(1, 2)","(0, 2)",166
-60.0,"(3, 2)","(0, 2)","(0, 2)",166
-4.859828976214677,"(1, 1)","(0, 2)","(1, 2)",166
-1.0,"(0, 4)","(1, 2)","(1, 2)",166
-6.9854327633527316,"(1, 1)","(1, 2)","(2, 2)",166
-1.5553707091919187,"(3, 4)","(2, 2)","(2, 1)",166
-6.9854327633527316,"(1, 3)","(2, 1)","(2, 2)",166
-2.2404898088814083,"(2, 1)","(2, 2)","(3, 2)",166
-1.500783541845404,"(3, 3)","(3, 2)","(3, 3)",166
-2.3751853829116722,"(2, 1)","(3, 3)","(4, 3)",166
-2.349382234307785,"(2, 4)","(4, 3)","(4, 2)",166
-1.0,"(0, 1)","(4, 2)","(4, 2)",166
-1.0,"(0, 4)","(4, 2)","(4, 2)",166
-3.3397972768817987,"(2, 1)","(4, 2)","(5, 2)",166
-2.349382234307785,"(2, 2)","(5, 2)","(4, 2)",166
-2.3751853829116722,"(2, 3)","(4, 2)","(4, 3)",166
-1.6781526610508892,"(3, 3)","(4, 3)","(4, 4)",166
-3.0839832819024706,"(2, 3)","(4, 4)","(4, 5)",166
-4.821007763454426,"(1, 4)","(13, 18)","(13, 17)",167
-1.0,"(0, 3)","(13, 17)","(13, 17)",167
-6.564223782822033,"(1, 3)","(13, 17)","(13, 18)",167
-1.0,"(0, 3)","(13, 18)","(13, 18)",167
-1.3923519757980436,"(3, 1)","(13, 18)","(14, 18)",167
-1.6729531591372877,"(3, 3)","(14, 18)","(14, 19)",167
-1.6386355012681844,"(3, 1)","(14, 19)","(15, 19)",167
-5.2181047478971285,"(1, 4)","(15, 19)","(15, 18)",167
-1.0,"(0, 1)","(15, 18)","(15, 18)",167
-1.0,"(0, 2)","(15, 18)","(15, 18)",167
-1.0589480947655854,"(3, 4)","(15, 18)","(15, 17)",167
-1.331180668749542,"(3, 4)","(15, 17)","(15, 16)",167
-1.0,"(0, 4)","(15, 16)","(15, 16)",167
-3.91617206716127,"(1, 1)","(15, 16)","(16, 16)",167
-2.0153852790086293,"(3, 3)","(16, 16)","(16, 17)",167
-1.0,"(0, 4)","(16, 17)","(16, 17)",167
-1.0,"(0, 3)","(16, 17)","(16, 17)",167
-2.4993538894918292,"(2, 3)","(16, 17)","(16, 18)",167
-2.0153852790086293,"(3, 4)","(16, 18)","(16, 17)",167
-3.176844284296756,"(1, 2)","(16, 17)","(15, 17)",167
-5.2181047478971285,"(1, 3)","(15, 17)","(15, 18)",167
-2.0885279636970653,"(2, 2)","(15, 18)","(14, 18)",167
-2.6090523739485643,"(2, 1)","(14, 18)","(15, 18)",167
-4.9987077789836585,"(1, 1)","(15, 18)","(16, 18)",167
-3.700668238937132,"(1, 3)","(16, 18)","(16, 19)",167
-4.915906503804553,"(1, 2)","(16, 19)","(15, 19)",167
-5.018859477411863,"(1, 2)","(15, 19)","(14, 19)",167
-40.0,"(2, 3)","(14, 19)","(14, 19)",167
-4.177055927394131,"(1, 4)","(14, 19)","(14, 18)",167
-1.0,"(0, 4)","(14, 18)","(14, 18)",167
-5.2181047478971285,"(1, 1)","(14, 18)","(15, 18)",167
-4.177055927394131,"(1, 2)","(15, 18)","(14, 18)",167
-3.2821118914110166,"(2, 2)","(14, 18)","(13, 18)",167
-1.0,"(0, 2)","(13, 18)","(13, 18)",167
-1.3923519757980436,"(3, 1)","(13, 18)","(14, 18)",167
-1.558419149985822,"(3, 4)","(14, 18)","(14, 17)",167
-1.0,"(0, 2)","(14, 17)","(14, 17)",167
-1.2712601032574433,"(3, 4)","(14, 17)","(14, 16)",167
-1.0,"(0, 1)","(14, 16)","(14, 16)",167
-2.337628724978733,"(2, 3)","(14, 16)","(14, 17)",167
-1.3923519757980436,"(3, 3)","(14, 17)","(14, 18)",167
-6.564223782822033,"(1, 2)","(14, 18)","(13, 18)",167
-1.0,"(0, 1)","(13, 18)","(13, 18)",167
-1.0,"(0, 2)","(13, 18)","(13, 18)",167
-2.410503881727213,"(2, 4)","(13, 18)","(13, 17)",167
-2.1986080044341203,"(2, 4)","(13, 17)","(13, 16)",167
-1.906890154886165,"(2, 1)","(13, 16)","(14, 16)",167
-1.4657386696227468,"(3, 2)","(14, 16)","(13, 16)",167
-2.4121099471572736,"(2, 4)","(13, 16)","(13, 15)",167
-1.0,"(0, 2)","(13, 15)","(13, 15)",167
-1.0,"(0, 1)","(13, 15)","(13, 15)",167
-1.4657386696227468,"(3, 3)","(13, 15)","(13, 16)",167
-1.4819740558184167,"(3, 2)","(13, 16)","(12, 16)",167
-1.0,"(0, 1)","(12, 16)","(12, 16)",167
-4.397216008868241,"(1, 1)","(12, 16)","(13, 16)",167
-1.2712601032574433,"(3, 1)","(13, 16)","(14, 16)",167
-1.558419149985822,"(3, 3)","(14, 16)","(14, 17)",167
-1.0,"(0, 3)","(14, 17)","(14, 17)",167
-1.906890154886165,"(2, 4)","(14, 17)","(14, 16)",167
-1.0,"(0, 1)","(14, 16)","(14, 16)",167
-4.397216008868241,"(1, 2)","(14, 16)","(13, 16)",167
-1.6080732981048491,"(3, 4)","(13, 16)","(13, 15)",167
-4.922542655382382,"(1, 1)","(13, 15)","(14, 15)",167
-1.2712601032574433,"(3, 3)","(14, 15)","(14, 16)",167
-1.0,"(0, 2)","(14, 16)","(14, 16)",167
-4.922542655382382,"(1, 4)","(14, 16)","(14, 15)",167
-4.824219894314547,"(1, 2)","(14, 15)","(13, 15)",167
-2.461271327691191,"(2, 1)","(13, 15)","(14, 15)",167
-1.6498895203920219,"(3, 1)","(14, 15)","(15, 15)",167
-1.6408475517941274,"(3, 2)","(15, 15)","(14, 15)",167
-1.0,"(0, 3)","(14, 15)","(14, 15)",167
-1.0,"(0, 4)","(14, 15)","(14, 15)",167
-1.6080732981048491,"(3, 2)","(14, 15)","(13, 15)",167
-1.0,"(0, 2)","(13, 15)","(13, 15)",167
-2.732307542733668,"(2, 4)","(13, 15)","(13, 14)",167
-1.7334887946298234,"(3, 4)","(13, 14)","(13, 13)",167
-6.171350197986148,"(1, 4)","(13, 13)","(13, 12)",167
-1.0,"(0, 1)","(13, 12)","(13, 12)",167
-2.2988502566118343,"(3, 2)","(13, 12)","(12, 12)",167
-5.715763902532509,"(1, 4)","(12, 12)","(12, 11)",167
-2.2988502566118343,"(3, 3)","(12, 11)","(12, 12)",167
-3.085675098993074,"(2, 1)","(12, 12)","(13, 12)",167
-1.7334887946298234,"(3, 3)","(13, 12)","(13, 13)",167
-6.171350197986148,"(1, 4)","(13, 13)","(13, 12)",167
-5.497136060437471,"(1, 4)","(13, 12)","(13, 11)",167
-4.491138835123553,"(2, 4)","(13, 11)","(13, 10)",167
-5.497136060437471,"(1, 3)","(13, 10)","(13, 11)",167
-1.7806090657557652,"(3, 1)","(13, 11)","(14, 11)",167
-5.497136060437471,"(1, 2)","(14, 11)","(13, 11)",167
-2.8578819512662545,"(2, 2)","(13, 11)","(12, 11)",167
-1.0,"(0, 1)","(12, 11)","(12, 11)",167
-5.78702659717295,"(1, 4)","(12, 11)","(12, 10)",167
-1.465303264693343,"(3, 2)","(12, 10)","(11, 10)",167
-2.893513298586475,"(2, 1)","(11, 10)","(12, 10)",167
-6.142426441581866,"(1, 4)","(12, 10)","(12, 9)",167
-5.78702659717295,"(1, 3)","(12, 9)","(12, 10)",167
-2.0474754805272886,"(3, 4)","(12, 10)","(12, 9)",167
-3.469247299868165,"(1, 1)","(12, 9)","(13, 9)",167
-3.071213220790933,"(2, 2)","(13, 9)","(12, 9)",167
-1.0,"(0, 1)","(12, 9)","(12, 9)",167
-1.396058601922328,"(3, 1)","(13, 9)","(14, 9)",168
-1.7905947700356963,"(2, 4)","(14, 9)","(14, 8)",168
-1.7721991773053238,"(2, 2)","(14, 8)","(13, 8)",168
-1.1937298466904642,"(3, 1)","(13, 8)","(14, 8)",168
-4.188175805766984,"(1, 3)","(14, 8)","(14, 9)",168
-1.7346236499340826,"(2, 2)","(14, 9)","(13, 9)",168
-2.994092556749035,"(3, 3)","(13, 9)","(13, 10)",168
-1.0,"(0, 2)","(13, 10)","(13, 10)",168
-3.469247299868165,"(1, 4)","(13, 10)","(13, 9)",168
-1.0,"(0, 4)","(13, 9)","(13, 9)",168
-4.491138835123553,"(2, 3)","(13, 9)","(13, 10)",168
-1.0,"(0, 4)","(13, 10)","(13, 10)",168
-2.6852251563737104,"(2, 1)","(13, 10)","(14, 10)",168
-1.7806090657557652,"(3, 3)","(14, 10)","(14, 11)",168
-1.0,"(0, 4)","(14, 11)","(14, 11)",168
-5.370450312747421,"(1, 4)","(14, 11)","(14, 10)",168
-1.0,"(0, 4)","(14, 10)","(14, 10)",168
-1.5029700183484387,"(3, 1)","(14, 10)","(15, 10)",168
-1.7901501042491403,"(3, 2)","(15, 10)","(14, 10)",168
-2.094087902883492,"(2, 4)","(14, 10)","(14, 9)",168
-60.0,"(3, 3)","(14, 19)","(14, 19)",169
-2.4579532519022766,"(2, 1)","(14, 19)","(15, 19)",169
-1.850334119468566,"(2, 1)","(15, 19)","(16, 19)",169
-60.0,"(3, 3)","(16, 19)","(16, 19)",169
-1.6386355012681844,"(3, 2)","(16, 19)","(15, 19)",169
-1.2335560796457108,"(3, 1)","(15, 19)","(16, 19)",169
-1.0,"(0, 3)","(16, 19)","(16, 19)",169
-20.0,"(1, 3)","(16, 19)","(16, 19)",169
-1.0,"(0, 1)","(16, 19)","(16, 19)",169
-4.9987077789836585,"(1, 4)","(16, 19)","(16, 18)",169
-1.5338484266343444,"(3, 1)","(16, 18)","(17, 18)",169
-1.8117002968113294,"(3, 3)","(17, 18)","(17, 19)",169
-1.0,"(0, 1)","(17, 19)","(17, 19)",169
-60.0,"(3, 3)","(17, 19)","(17, 19)",169
-60.0,"(3, 3)","(17, 19)","(17, 19)",169
-20.0,"(1, 3)","(17, 19)","(17, 19)",169
-20.0,"(1, 3)","(17, 19)","(17, 19)",169
-6.1133011584221,"(1, 1)","(17, 19)","(18, 19)",169
-60.0,"(3, 3)","(18, 19)","(18, 19)",169
-1.0,"(0, 4)","(18, 19)","(18, 19)",169
-1.986522086040078,"(2, 4)","(18, 19)","(18, 18)",169
-2.3007726399515165,"(2, 2)","(18, 18)","(17, 18)",169
-2.8992156479374667,"(2, 4)","(17, 18)","(17, 17)",169
-4.62551455856661,"(1, 4)","(17, 17)","(17, 16)",169
-5.798431295874933,"(1, 3)","(17, 16)","(17, 17)",169
-3.0230779185129437,"(2, 2)","(17, 17)","(16, 17)",169
-3.176844284296756,"(1, 2)","(16, 17)","(15, 17)",169
-1.0,"(0, 3)","(15, 17)","(15, 17)",169
-1.558419149985822,"(3, 2)","(15, 17)","(14, 17)",169
-4.177055927394131,"(1, 3)","(14, 17)","(14, 18)",169
-2.337628724978733,"(2, 4)","(14, 18)","(14, 17)",169
-1.588422142148378,"(2, 1)","(14, 17)","(15, 17)",169
-2.337628724978733,"(2, 2)","(15, 17)","(14, 17)",169
-1.0,"(0, 1)","(14, 17)","(14, 17)",169
-1.0589480947655854,"(3, 1)","(14, 17)","(15, 17)",169
-1.7393682492990428,"(3, 3)","(15, 17)","(15, 18)",169
-1.588422142148378,"(2, 4)","(15, 18)","(15, 17)",169
-4.675257449957466,"(1, 2)","(15, 17)","(14, 17)",169
-1.3923519757980436,"(3, 3)","(14, 17)","(14, 18)",169
-1.558419149985822,"(3, 4)","(14, 18)","(14, 17)",169
-3.81378030977233,"(1, 4)","(14, 17)","(14, 16)",169
-1.4657386696227468,"(3, 2)","(14, 16)","(13, 16)",169
-1.906890154886165,"(2, 1)","(13, 16)","(14, 16)",169
-3.9935420062486258,"(1, 1)","(14, 16)","(15, 16)",169
-1.588422142148378,"(2, 3)","(15, 16)","(15, 17)",169
-1.558419149985822,"(3, 2)","(15, 17)","(14, 17)",169
-4.821007763454426,"(1, 2)","(14, 17)","(13, 17)",169
-3.2821118914110166,"(2, 3)","(13, 17)","(13, 18)",169
-1.607002587818142,"(3, 4)","(13, 18)","(13, 17)",169
-4.742227902205313,"(1, 2)","(13, 17)","(12, 17)",169
-1.0,"(0, 3)","(14, 15)","(14, 15)",170
-1.6080732981048491,"(3, 2)","(14, 15)","(13, 15)",170
-1.0,"(0, 4)","(13, 15)","(13, 15)",170
-1.0,"(0, 1)","(13, 15)","(13, 15)",170
-4.922542655382382,"(1, 1)","(13, 15)","(14, 15)",170
-2.474834280588033,"(2, 1)","(14, 15)","(15, 15)",170
-2.461271327691191,"(2, 2)","(15, 15)","(14, 15)",170
-1.0,"(0, 3)","(14, 15)","(14, 15)",170
-1.0,"(0, 1)","(14, 15)","(14, 15)",170
-2.4121099471572736,"(2, 2)","(14, 15)","(13, 15)",170
-1.0,"(0, 2)","(13, 15)","(13, 15)",170
-1.9491442442212712,"(3, 2)","(13, 15)","(12, 15)",170
-1.6080732981048491,"(3, 1)","(12, 15)","(13, 15)",170
-2.1986080044341203,"(2, 3)","(13, 15)","(13, 16)",170
-1.4819740558184167,"(3, 2)","(13, 16)","(12, 16)",170
-1.0,"(0, 4)","(12, 16)","(12, 16)",170
-1.9491442442212712,"(3, 4)","(12, 16)","(12, 15)",170
-1.0,"(0, 3)","(12, 15)","(12, 15)",170
-1.0,"(0, 1)","(12, 15)","(12, 15)",170
-1.0,"(0, 4)","(12, 15)","(12, 15)",170
-1.864259046782314,"(2, 4)","(18, 11)","(18, 10)",171
-1.4280623784787732,"(3, 1)","(18, 10)","(19, 10)",171
-20.0,"(1, 1)","(19, 10)","(19, 10)",171
-60.0,"(3, 1)","(19, 10)","(19, 10)",171
-5.815530245398786,"(1, 4)","(19, 10)","(19, 9)",171
-4.750467684328916,"(1, 2)","(19, 9)","(18, 9)",171
-5.878439144442801,"(1, 4)","(18, 9)","(18, 8)",171
-1.819839075317241,"(3, 2)","(18, 8)","(17, 8)",171
-1.0,"(0, 2)","(17, 8)","(17, 8)",171
-1.775031020517655,"(2, 4)","(17, 8)","(17, 7)",171
-1.0,"(0, 2)","(17, 7)","(17, 7)",171
-4.9654032451987415,"(1, 1)","(17, 7)","(18, 7)",171
-5.878439144442801,"(1, 3)","(18, 7)","(18, 8)",171
-1.819839075317241,"(3, 2)","(18, 8)","(17, 8)",171
-1.0,"(0, 2)","(17, 8)","(17, 8)",171
